"","GSM5319592_200121140049_R01C02","GSM5319603_3999356129_R02C02","GSM5319604_3999547012_R02C01","GSM5319607_3999547012_R03C02","GSM5319609_3999547016_R02C01","GSM5319613_3999547017_R02C01","GSM5319615_3999547017_R04C01","GSM5319616_3999547017_R06C01","pValues_wilcox_first50k","corrected_pValues_BH","corrected_pValues_Bonf"
"cg16962802",0.856681730148483,0.868204283360791,0.899247326026674,0.90405685519692,0.775637041640771,0.901735804648426,0.95019321597252,0.929454109178164,0.2,0.996460956409655,1
"cg17041400",0.0603026257231865,0.0491384811742182,0.149257467044886,0.0362640019340801,0.0963455149501661,0.0702343946904142,0.0803796103242505,0.0430550059358924,0.2,0.996460956409655,1
"cg17281073",0.507259259259259,0.447050938337802,0.530529857022708,0.575173370319001,0.416907514450867,0.453025936599424,0.499109888331445,0.478876259918507,0.2,0.996460956409655,1
"cg17292622",0.116233124794205,0.0763594292325492,0.518579532860883,0.0402664244626098,0.573170731707317,0.50053843944237,0.499029126213592,0.48211402310272,0.2,0.996460956409655,1
"cg17405145",0.130234344986554,0.175685693106004,0.156489435802182,0.0998500749625187,0.252653927813163,0.106897463002114,0.138800928857927,0.149654264076391,0.2,0.996460956409655,1
"cg17473615",0.360417875798027,0.355973154362416,0.603977494290012,0.294418384019396,0.615384615384615,0.54645071370212,0.524511930585683,0.544475330090341,0.2,0.996460956409655,1
"cg17548613",0.103821907013396,0.119588173178458,0.519446569752614,0.0735875448519127,0.693503768005342,0.552767902488573,0.516579762098745,0.524806770585949,0.2,0.996460956409655,1
"cg17588626",0.12054689004429,0.114174188826543,0.593627280409604,0.107721322387397,0.568679850347408,0.566186062781988,0.550647811156177,0.542158440629471,0.2,0.996460956409655,1
"cg17729873",0.257857142857143,0.174882629107981,0.470238095238095,0.130002031281739,0.464817320703654,0.449019607843137,0.329864087180115,0.398463227222832,0.2,0.996460956409655,1
"cg17788031",0.0749787955894826,0.0533166458072591,0.481738932254572,0.0458066239316239,0.596967639737497,0.447687091305401,0.437457741717377,0.390112704918033,0.2,0.996460956409655,1
"cg17818432",0.124123043712898,0.122336227308603,0.494625272494926,0.0552573630608313,0.600971417896507,0.486253995931415,0.457643080347588,0.453822911192853,0.2,0.996460956409655,1
"cg17980977",0.2376271770995,0.317447045707915,0.542299062953676,0.238735643467164,0.486103390772651,0.396245059288538,0.378665533361666,0.447373122720728,0.2,0.996460956409655,1
"cg18009325",0.170830519918974,0.163032191069574,0.353661464585834,0.109105658081525,0.39485766758494,0.416252706661572,0.313718140929535,0.305443818718155,0.2,0.996460956409655,1
"cg18102233",0.0715465052283985,0.0595991561181435,0.261818181818182,0.0392108810194829,0.249352331606218,0.21717046580773,0.207865168539326,0.190275829827022,0.2,0.996460956409655,1
"cg18114166",0.0438439266510409,0.0565843621399177,0.399883061300384,0.0402463477513606,0.478799385227375,0.378275666722056,0.387667140128324,0.362578141840914,0.2,0.996460956409655,1
"cg18702893",0.141234711706465,0.179615705931495,0.232146370253787,0.115155709342561,0.21783700666325,0.170803791880132,0.219962172744467,0.145461241023753,0.2,0.996460956409655,1
"cg18769303",0.0426919656092499,0.0551282051282051,0.395413838343506,0.0216271229565549,0.402462734931951,0.382443707852326,0.395279239272095,0.377479905781793,0.2,0.996460956409655,1
"cg18779595",0.158899923605806,0.218631178707224,0.305997552019584,0.121660859465738,0.311932162325863,0.284213040363028,0.246469693678036,0.284906845300398,0.2,0.996460956409655,1
"cg18925560",0.182474723158402,0.233139534883721,0.30496936691627,0.168375325803649,0.465346534653465,0.262590770672289,0.25574646308083,0.304284827157938,0.2,0.996460956409655,1
"cg18989057",0.218972895863053,0.18436873747495,0.329787234042553,0.0980328401885872,0.36144578313253,0.303316824253339,0.281557115507339,0.302759526938239,0.2,0.996460956409655,1
"cg19045293",0.0955540809555408,0.0944007403979639,0.191185863317011,0.066249154428612,0.24505766062603,0.227506328142978,0.14776226983815,0.124264918538513,0.2,0.996460956409655,1
"cg19112977",0.176089421675036,0.304828150572831,0.256764153180931,0.165900062722141,0.283312182741117,0.22334371308923,0.245142448560513,0.263913550809193,0.2,0.996460956409655,1
"cg19162841",0.0743042420967306,0.133130081300813,0.512034569097811,0.0550897081557127,0.529224229543039,0.483087631486333,0.50461958206734,0.45745769650655,0.2,0.996460956409655,1
"cg19214916",0.176317162232655,0.23866627668909,0.431319790125118,0.163089790121509,0.478923766816144,0.403646693532404,0.422645221013654,0.318678201673522,0.2,0.996460956409655,1
"cg19341307",0.147533425541724,0.130932896890344,0.161722698308064,0.11146195137354,0.253841015364061,0.141166666666667,0.106516948263197,0.136331938633194,0.2,0.996460956409655,1
"cg19441529",0.0752105896510229,0.0605175292153589,0.490432594672786,0.0426950723131549,0.533333333333333,0.428179785008297,0.414814814814815,0.390572044777652,0.2,0.996460956409655,1
"cg19490917",0.068489442338928,0.0655598126862495,0.088724584103512,0.0366778149386845,0.127262443438914,0.0527130183618733,0.0430598191321663,0.058490171139697,0.2,0.996460956409655,1
"cg19513111",0.116809713209127,0.111627906976744,0.582929327908118,0.0448246954978056,0.695259346765549,0.559307260876156,0.523606739840792,0.558461327880344,0.2,0.996460956409655,1
"cg19533991",0.900570206699929,0.813285457809695,0.892857142857143,0.895363895363895,0.784263959390863,0.897757847533632,0.886162904808636,0.912152777777778,0.2,0.996460956409655,1
"cg19736094",0.173863202139855,0.204279600570613,0.30749075215783,0.148729986758156,0.253512522907758,0.299251415008216,0.272555986218777,0.212320470669666,0.2,0.996460956409655,1
"cg19924862",0.171314741035857,0.162655601659751,0.449300466355763,0.0901484480431849,0.443031536113937,0.443065252995431,0.421623397962537,0.423446252333956,0.2,0.996460956409655,1
"cg19939909",0.103754064439846,0.0852173913043478,0.494627605840757,0.0615796519410977,0.502478593961244,0.499064817800709,0.465100242625463,0.468793584379358,0.2,0.996460956409655,1
"cg20085077",0.0541201117318436,0.0468449830057633,0.498869074323314,0.0338760380988129,0.569741760108733,0.514631410671588,0.463987157741701,0.441048034934498,0.2,0.996460956409655,1
"cg20113724",0.0391163641480231,0.0462696479964578,0.41853330736268,0.0238951539164889,0.444403759306725,0.427850231384098,0.424376592456455,0.409540325537276,0.2,0.996460956409655,1
"cg20202246",0.174206349206349,0.252196721311475,0.612999485797618,0.193050822677328,0.727684411794304,0.551667323194883,0.532917024705206,0.587569856963399,0.2,0.996460956409655,1
"cg20214004",0.219703389830508,0.360975609756098,0.449363801609971,0.257285595337219,0.660450387051372,0.589732142857143,0.400766283524904,0.489617848464767,0.2,0.996460956409655,1
"cg20312916",0.0519125683060109,0.0520896426408237,0.286218487394958,0.0364669666114137,0.343555342597029,0.300490722281859,0.288727090133066,0.236180904522613,0.2,0.996460956409655,1
"cg20373036",0.111212954476016,0.199364575059571,0.343249049743844,0.14536308525732,0.333530106257379,0.262506666666667,0.287467638316234,0.218696883852691,0.2,0.996460956409655,1
"cg21019788",0.0968364197530864,0.126744376949598,0.411329201101928,0.0893797145493027,0.435848846282466,0.401829121540313,0.394113831684774,0.404292302187294,0.2,0.996460956409655,1
"cg21040569",0.0776724943280395,0.0629487793202489,0.430925366326472,0.0337160200580628,0.474474474474474,0.417531718569781,0.39920612418486,0.406181673623534,0.2,0.996460956409655,1
"cg21142075",0.113415150232755,0.17436974789916,0.243100128369705,0.059302020467069,0.434782608695652,0.295980926430518,0.258676538639519,0.193914081145585,0.2,0.996460956409655,1
"cg21290775",0.14845791949817,0.235908141962422,0.413196322336398,0.150189689801384,0.312769010043042,0.370112206732404,0.354148184185674,0.263385613845322,0.2,0.996460956409655,1
"cg21380015",0.336622807017544,0.175475687103594,0.302588235294118,0.204157386785449,0.28441127694859,0.279274611398964,0.393346379647749,0.415750109986802,0.2,0.996460956409655,1
"cg21484182",0.11175898931001,0.0919496375429226,0.344859524544613,0.0599286563614744,0.602021626704278,0.334405661894805,0.324220713926596,0.323738804256296,0.2,0.996460956409655,1
"cg21808055",0.132841328413284,0.182903834066625,0.169272727272727,0.0825332659592387,0.268648930620762,0.109489051094891,0.124381065557536,0.157678869816193,0.2,0.996460956409655,1
"cg22014878",0.0367494824016563,0.0553790285973672,0.47875121299663,0.0314174490496909,0.513563255181243,0.460663446873411,0.440692345621719,0.464708623734885,0.2,0.996460956409655,1
"cg22055524",0.12566988210075,0.0703770197486535,0.397078489867298,0.0597969543147208,0.560172872340426,0.405278984296692,0.386933628931689,0.34149529452771,0.2,0.996460956409655,1
"cg22221554",0.105348900352973,0.149260421335724,0.673149573247516,0.0872805139186296,0.713332061796681,0.589360203694675,0.569083868696647,0.634916246099435,0.2,0.996460956409655,1
"cg22569587",0.0714411093558013,0.075713453698311,0.40025061776107,0.0388646215682041,0.301808318264014,0.389388859478854,0.327050157079406,0.188500828483859,0.2,0.996460956409655,1
"cg22625568",0.308447937131631,0.358085808580858,0.386534518113466,0.170502431118314,0.379265091863517,0.323900066327659,0.325216749677181,0.372473867595819,0.2,0.996460956409655,1
"cg22817647",0.0474412475291017,0.0519793459552496,0.529113465543783,0.0233569739952719,0.60941960038059,0.469674145722667,0.48371268105232,0.460173035351941,0.2,0.996460956409655,1
"cg22820312",0.119434040782355,0.145380934854619,0.344870414838122,0.0733071522075449,0.30158118010027,0.35352347348819,0.343016618038818,0.227010729804026,0.2,0.996460956409655,1
"cg22822140",0.356765925367509,0.655518819938962,0.847968475424676,0.566901538348028,0.898519515477793,0.699205499796059,0.663379480371705,0.753132838642445,0.2,0.996460956409655,1
"cg22823009",0.129541864139021,0.108093126385809,0.322012490351554,0.081943645773433,0.379048086359176,0.323562510047693,0.280863460528201,0.308589786946229,0.2,0.996460956409655,1
"cg22824415",0.116347569955817,0.115007012622721,0.438136511375948,0.0790645879732739,0.440892947742263,0.463026600483645,0.410158270404469,0.415667735944623,0.2,0.996460956409655,1
"cg22865368",0.137234770704997,0.0942902042954426,0.132865347798341,0.0694155694155694,0.118181818181818,0.161099031429136,0.0932971782052368,0.070710418738261,0.2,0.996460956409655,1
"cg23175583",0.0469187675070028,0.0381290179561073,0.409587434484048,0.0316499243153984,0.591872791519435,0.438348012378005,0.409095288563445,0.369341672850631,0.2,0.996460956409655,1
"cg23214760",0.0499737899702953,0.0620884289746002,0.315236795127586,0.0323362974939369,0.288035450516987,0.344872105220689,0.312157569873084,0.270805652856625,0.2,0.996460956409655,1
"cg23323745",0.09056860742254,0.0582010582010582,0.385139450713221,0.0421493234692884,0.418625277161863,0.418144992317363,0.380634488187524,0.355001094331364,0.2,0.996460956409655,1
"cg23553400",0.95316927665921,0.932038834951456,0.966361145232921,0.968166152729911,0.945008183306056,0.956311179804225,0.959207753898019,0.966445497630332,0.2,0.996460956409655,1
"cg23628411",0.179167704958884,0.28021978021978,0.355286853614613,0.201159918376114,0.369555653321601,0.215600266997235,0.2585815706653,0.301836923483547,0.2,0.996460956409655,1
"cg23881693",0.116591928251121,0.113384484228474,0.244241040015688,0.0483323038912909,0.256775378961874,0.22029825429359,0.186502699460108,0.182272625531597,0.2,0.996460956409655,1
"cg23932180",0.147926036981509,0.1203125,0.205366922234392,0.0972863741339492,0.229873908826382,0.173520772135963,0.153877385302477,0.146072186836518,0.2,0.996460956409655,1
"cg23948993",0.188154897494305,0.152276295133438,0.314007984724874,0.0656476645197125,0.519298245614035,0.271501561169458,0.24572143894884,0.234782608695652,0.2,0.996460956409655,1
"cg23954206",0.0944700460829493,0.0481764970733904,0.460024227740763,0.0448632864348288,0.467377260981912,0.44158282024328,0.411319273053624,0.402273910779379,0.2,0.996460956409655,1
"cg23985370",0.14033850493653,0.191875,0.201523752614281,0.114998447365697,0.29603315571344,0.205177566466136,0.184712407871742,0.256277401355122,0.2,0.996460956409655,1
"cg23990273",0.0977194703285924,0.0904381290704559,0.486760405399992,0.0681791326952617,0.640332083556508,0.489522058823529,0.477698279799056,0.439522014108489,0.2,0.996460956409655,1
"cg23993836",0.123806387882779,0.0848256361922714,0.413447200759116,0.0638071605813541,0.53169014084507,0.468409090909091,0.384011648062123,0.397651203758074,0.2,0.996460956409655,1
"cg24001644",0.153085877443444,0.145714285714286,0.304635761589404,0.108161557769833,0.361129568106312,0.323330832708177,0.240981240981241,0.23036093418259,0.2,0.996460956409655,1
"cg24035229",0.0859396246940441,0.131639722863741,0.402487198244331,0.0382797731568998,0.396061269146608,0.359971422739335,0.373093374223227,0.353932584269663,0.2,0.996460956409655,1
"cg24202706",0.069128171763175,0.0997177798682973,0.529095607235142,0.0931420832307314,0.651885977541031,0.491212610760268,0.491064763995609,0.496480727795068,0.2,0.996460956409655,1
"cg24328927",0.137855044074437,0.0904416212946158,0.541993553487806,0.0616976893453145,0.673788783872993,0.504085488393362,0.491433724075744,0.480499021027313,0.2,0.996460956409655,1
"cg24347720",0.0765927741339306,0.0554962646744931,0.538796641202096,0.0326100589489527,0.640769944341373,0.508586656138966,0.484489460307968,0.470499779498413,0.2,0.996460956409655,1
"cg24383344",0.342831121519646,0.290243357892387,0.498005560256255,0.25517605169458,0.579656862745098,0.490736284889317,0.464598291494156,0.407069555302166,0.2,0.996460956409655,1
"cg24496423",0.256545209176788,0.472767794957515,0.723579737797747,0.405336669606415,0.891048220575732,0.540350497620078,0.508178796361092,0.590199415624662,0.2,0.996460956409655,1
"cg24597825",0.0281327389796929,0.0425770308123249,0.387231911115159,0.0257077004905147,0.416517313069037,0.3602451085788,0.380166357798561,0.332414806650133,0.2,0.996460956409655,1
"cg24691854",0.170413544268665,0.191908342284282,0.320897086564661,0.105914240044478,0.403094676108051,0.388688327316486,0.384276729559748,0.30174399473511,0.2,0.996460956409655,1
"cg24714634",0.0609732264999023,0.0604412209126624,0.339822081155453,0.0412362404741744,0.347731325539925,0.392421951436449,0.314867201005815,0.258130918073281,0.2,0.996460956409655,1
"cg24744250",0.562466197944835,0.578271028037383,0.726480836236934,0.63431322858591,0.717842323651452,0.745405537858368,0.704842781730549,0.660639777468707,0.2,0.996460956409655,1
"cg24754154",0.104477611940299,0.0884035361414457,0.28714327743454,0.0533116385911179,0.301176470588235,0.28568320278503,0.215249780893953,0.176071177710138,0.2,0.996460956409655,1
"cg24780240",0.820464362850972,0.836879432624113,0.853029846246608,0.864465584778959,0.743207041714504,0.851998515035268,0.892816139084796,0.908153477218225,0.2,0.996460956409655,1
"cg24826812",0.102481469545601,0.111426947129051,0.474302810129287,0.0599378881987578,0.487096774193548,0.442106790481718,0.461173200532747,0.394452838333693,0.2,0.996460956409655,1
"cg24844608",0.125104953820319,0.17069799585349,0.503815673613149,0.0928589452435024,0.511057979677227,0.472845691382766,0.485015772870662,0.467949518930401,0.2,0.996460956409655,1
"cg25085925",0.0702411613205338,0.106585200271555,0.218587587893611,0.063973537898515,0.373546511627907,0.164610582639715,0.176525004081188,0.150587868877988,0.2,0.996460956409655,1
"cg25124605",0.0551587301587302,0.0542614414908194,0.49123518909268,0.0311612292330206,0.628936170212766,0.439692774511663,0.428381962864721,0.424423258860345,0.2,0.996460956409655,1
"cg25223355",0.0588235294117647,0.0529336734693878,0.0495686231168275,0.0388370737394346,0.0797227036395147,0.0517400708483724,0.0385103711445787,0.0372287477603026,0.2,0.996460956409655,1
"cg25587058",0.294852034525277,0.430805316653636,0.582841031149302,0.225060205794352,0.65453488372093,0.548585680287343,0.540968503483618,0.55598040387143,0.2,0.996460956409655,1
"cg25793649",0.0801136363636364,0.067998097955302,0.0353913307945701,0.050057238006036,0.0341256766297952,0.0284031138228487,0.0450442151805453,0.0439247005134056,0.2,0.996460956409655,1
"cg25821416",0.957135898684851,0.935796269727403,0.945339029466535,0.973417315101609,0.902482269503546,0.938409004679398,0.94246548894681,0.93657669665667,0.2,0.996460956409655,1
"cg25832925",0.22083879423329,0.274234693877551,0.239455069426251,0.153415212238742,0.288,0.225333977144697,0.246196606202458,0.228030517095225,0.2,0.996460956409655,1
"cg25843975",0.0830214358625383,0.0542713567839196,0.166685655691011,0.0310302561125089,0.215165876777251,0.211229946524064,0.166124699561714,0.136906608749612,0.2,0.996460956409655,1
"cg25892640",0.0826181818181818,0.0663193748747746,0.437925216350079,0.0428304277010315,0.476236146632566,0.424791243511623,0.421491206821375,0.372339331619537,0.2,0.996460956409655,1
"cg25905965",0.124640065816536,0.131803035912625,0.239779571959503,0.0673748951635449,0.347914843977836,0.322168896150311,0.241468459152017,0.182087511394713,0.2,0.996460956409655,1
"cg25914109",0.972909305064782,0.960655737704918,0.968705547652916,0.969995721314983,0.861965695616662,0.957605832261227,0.956499813496206,0.98047815037222,0.2,0.996460956409655,1
"cg26012731",0.890602269421007,0.866850321395776,0.947209384998222,0.92990990990991,0.815034619188922,0.872810942093826,0.954356425600974,0.919307466378111,0.2,0.996460956409655,1
"cg26020914",0.088339222614841,0.0626865671641791,0.298076923076923,0.0439338045672687,0.30525008868393,0.32103587093673,0.289460489370237,0.169500035865433,0.2,0.996460956409655,1
"cg26121752",0.103026597370835,0.0766823161189358,0.482391291693347,0.0730143463973712,0.524251207729469,0.457991694175274,0.446339245111414,0.425452067831805,0.2,0.996460956409655,1
"cg26134482",0.90017667844523,0.816275167785235,0.894837021175351,0.850031505986137,0.615316901408451,0.775429326287979,0.888872292755788,0.875764083925326,0.2,0.996460956409655,1
"cg26318441",0.0911201392919327,0.0555555555555556,0.216664344433607,0.0434023737491273,0.242435996896819,0.21338192124709,0.139715719063545,0.0797704770477048,0.2,0.996460956409655,1
"cg26359238",0.0953223767383059,0.0716713005869632,0.412020004057703,0.0623489608506525,0.579240037071362,0.407890446690577,0.399328208772043,0.370141933566174,0.2,0.996460956409655,1
"cg26401825",0.152111872146119,0.168566286742651,0.314721692387723,0.0867731270025223,0.424128180961357,0.287618777478372,0.29587398612907,0.274795539033457,0.2,0.996460956409655,1
"cg26468081",0.837573385518591,0.776536312849162,0.907647661317856,0.900334874820603,0.644015444015444,0.893877986348123,0.91042300248825,0.917453162417242,0.2,0.996460956409655,1
"cg26540943",0.0441029734583915,0.0347584856396867,0.363644244105409,0.023713313483624,0.441951626355296,0.354356116163098,0.352853109761314,0.335428091101949,0.2,0.996460956409655,1
"cg26793903",0.0652804032766226,0.0606605257245563,0.163565721790522,0.041108772558327,0.171366594360087,0.181144483706321,0.15224789539674,0.139496829617509,0.2,0.996460956409655,1
"cg26799772",0.0935601458080194,0.0376701487812599,0.505020483572978,0.0320652612874566,0.599318310925961,0.484893722897562,0.474094581614781,0.466103282866137,0.2,0.996460956409655,1
"cg26811602",0.0848802157702681,0.0454332552693208,0.392897376750174,0.0314111889961645,0.411959176887366,0.382403158681037,0.34285884343849,0.265316860708364,0.2,0.996460956409655,1
"cg27151711",0.147074190177638,0.150943396226415,0.253349093774626,0.110201426071972,0.289200180750113,0.237474390016763,0.209186151391105,0.240540540540541,0.2,0.996460956409655,1
"cg00030466",0.96840328027014,0.958056118021406,0.948053268765133,0.974369689371779,0.822017458777886,0.971184631803629,0.964979305953518,0.964389380530973,0.2,0.996460956409655,1
"cg00063077",0.0806219406852865,0.104116222760291,0.168721109399076,0.0806167400881057,0.148520710059172,0.0579994396189409,0.0418148507382261,0.0786536758193091,0.2,0.996460956409655,1
"cg00064255",0.103611820503466,0.179047619047619,0.119844590555888,0.0797297297297297,0.181056701030928,0.0873637340703209,0.117138180967968,0.116740088105727,0.2,0.996460956409655,1
"cg00068377",0.94268362118049,0.955603293949159,0.952994011976048,0.956710228700679,0.800420168067227,0.954415954415954,0.963541666666667,0.955829969128473,0.2,0.996460956409655,1
"cg00086266",0.0626337057285477,0.0329384570933256,0.03948181973942,0.0507099717296325,0.0298709874710265,0.0365731166912851,0.0338076496114643,0.0367651700515369,0.2,0.996460956409655,1
"cg00097573",0.128974970461811,0.13260730301089,0.114493067590988,0.0993351583887368,0.235316265060241,0.102500947328534,0.0969978858350951,0.110434782608696,0.2,0.996460956409655,1
"cg00097626",0.0356916845968865,0.0343680709534368,0.0301225478706475,0.0202933151432469,0.0433962264150943,0.0322505979476892,0.0269282814614344,0.0288294098677846,0.2,0.996460956409655,1
"cg00150520",0.972111322706313,0.986320880055269,0.981569235803494,0.968864829103003,0.977463881846352,0.973875002476877,0.984028662734323,0.972511301920568,0.2,0.996460956409655,1
"cg00151906",0.928701125771698,0.920542635658915,0.948649802780181,0.953534428922177,0.847010309278351,0.92147390357109,0.922078588283574,0.945938371106533,0.2,0.996460956409655,1
"cg00153856",0.0398313547098635,0.0315757204169221,0.0323605706874189,0.0275288027203979,0.0471443406022845,0.0334125013494548,0.0261514077941451,0.0178821798790999,0.2,0.996460956409655,1
"cg00155429",0.0376398779247202,0.0604471432514491,0.0367457257575942,0.0233011263545615,0.111634162743779,0.0323470795646175,0.0239128254177257,0.0324319624380489,0.2,0.996460956409655,1
"cg00173405",0.0424192665571976,0.034011157511609,0.0327937482556517,0.0285098101099364,0.049917782475922,0.0346177944862155,0.031906706920026,0.0309237478525175,0.2,0.996460956409655,1
"cg00287370",0.0362568619941274,0.0316602316602317,0.0272088157620749,0.0299700909479338,0.0279566945319995,0.0188468158347676,0.0281872438340404,0.0286544198461297,0.2,0.996460956409655,1
"cg00300879",0.721987658330627,0.70780529953917,0.648116978750263,0.679717661093898,0.609519612163949,0.500689327311624,0.63851647419187,0.786407246814976,0.2,0.996460956409655,1
"cg00305374",0.0356202182365484,0.0292508917954816,0.0286182861828618,0.0251940823201992,0.0350877192982456,0.042177769390451,0.024670676920734,0.0230350194552529,0.2,0.996460956409655,1
"cg00308434",0.884100299187919,0.847718253968254,0.885828531632406,0.857779286350715,0.896854789013001,0.896223148445014,0.82817157580963,0.882462270936368,0.2,0.996460956409655,1
"cg00310968",0.08730339639845,0.0872641509433962,0.0543891958256599,0.0346489747080133,0.139110070257611,0.0351829161561351,0.0321909345125837,0.0307489152990002,0.2,0.996460956409655,1
"cg00355315",0.957136342909257,0.956682815616985,0.946186319111439,0.970086577842294,0.84649943841258,0.947682486816542,0.964055138719246,0.936103698055661,0.2,0.996460956409655,1
"cg00388605",0.148586036108004,0.172153264975715,0.130336672984926,0.133205078876491,0.160682858148539,0.135999271269812,0.121512287334594,0.114880617412975,0.2,0.996460956409655,1
"cg00423597",0.976138300462625,0.949408140100535,0.956649356513886,0.950646561367399,0.929141716566866,0.965332358496314,0.959300707087579,0.96779334982138,0.2,0.996460956409655,1
"cg00505606",0.392480703792846,0.446907817969662,0.342761648209119,0.45162553858206,0.291803278688525,0.330511768516519,0.418657732945551,0.378496737867549,0.2,0.996460956409655,1
"cg00532451",0.975272466042177,0.975365132846965,0.974206791913963,0.971440764863921,0.957427894112999,0.969287057677789,0.979493712501027,0.980144746315032,0.2,0.996460956409655,1
"cg00534295",0.0613346418056919,0.0608034744842562,0.048844308765809,0.0418561112596951,0.140558848433531,0.0492640860313048,0.0394038383013475,0.0462336342930178,0.2,0.996460956409655,1
"cg00543196",0.0382288228822882,0.0371421812159924,0.0357963595066733,0.0201492017011783,0.0543349168646081,0.023017686384023,0.0161856877195399,0.0182832352029749,0.2,0.996460956409655,1
"cg00574213",0.807506702412869,0.755868544600939,0.786587937579081,0.847839699436443,0.688026981450253,0.820237750072485,0.789489311163896,0.80134428678118,0.2,0.996460956409655,1
"cg00576014",0.0429904015141273,0.0507075471698113,0.0456709956709957,0.0405376909089652,0.0675965665236052,0.0366030793066718,0.0307680012786702,0.0398056438048963,0.2,0.996460956409655,1
"cg00579423",0.382580047359209,0.0508068033144352,0.179198301902196,0.163689331061397,0.147051114023591,0.0324589075211689,0.293458335515634,0.145839093171136,0.2,0.996460956409655,1
"cg00581848",0.178231292517007,0.237650200267023,0.259456838021339,0.19144430326133,0.273954116059379,0.155747126436782,0.154288572143036,0.19672131147541,0.2,0.996460956409655,1
"cg00584000",0.138140161725067,0.140417457305503,0.0893649579188982,0.0632100805618674,0.121096460791117,0.0781801081589466,0.0732457366508247,0.0711015351467816,0.2,0.996460956409655,1
"cg00648005",0.620783870359902,0.603112840466926,0.565537293063549,0.707258033030102,0.628389444949955,0.502165502107755,0.647167225818646,0.599349885884224,0.2,0.996460956409655,1
"cg00653744",0.0872201492537313,0.0510978043912176,0.0662821888412017,0.0427785972911358,0.0913744958113559,0.046021162487317,0.0419194690631989,0.0333074634588022,0.2,0.996460956409655,1
"cg00659878",0.805024371953506,0.72972972972973,0.752144899904671,0.786949247071946,0.599153140437544,0.817369727047146,0.843640350877193,0.798657718120805,0.2,0.996460956409655,1
"cg00662647",0.105139270302079,0.0835746793545718,0.126790677784905,0.0659832685283375,0.230474732006126,0.0655866213744447,0.0560525421809535,0.0550228647293111,0.2,0.996460956409655,1
"cg00689868",0.10212515529981,0.0834164174144234,0.0606291706387035,0.0557226531581447,0.121222410865874,0.0588030376924685,0.0412302476236605,0.0544684854186265,0.2,0.996460956409655,1
"cg00691240",0.19848954298993,0.237835379718054,0.251796572692095,0.16247726145196,0.259908218606592,0.137674900673691,0.118566635734171,0.137903483541067,0.2,0.996460956409655,1
"cg00756215",0.0396506550218341,0.0431798684586789,0.03512037726483,0.0245417200058761,0.0705281090289608,0.0293435514772613,0.0261461643213799,0.0327592029719689,0.2,0.996460956409655,1
"cg00756362",0.820303651560551,0.837798050543127,0.832660480505423,0.799652575333328,0.909021250212035,0.828049495824139,0.791188875708449,0.871883289883731,0.2,0.996460956409655,1
"cg00763094",0.0741701244813278,0.0827505827505828,0.0694060038322333,0.0594341202076009,0.0679146713104049,0.0645724258289703,0.0598464671784427,0.0523255813953488,0.2,0.996460956409655,1
"cg00779328",0.935589647499707,0.932547864506627,0.928603654410106,0.939424579465024,0.902951191827469,0.936444501740364,0.931571682113981,0.952355743779778,0.2,0.996460956409655,1
"cg00794400",0.110090662898858,0.164810690423163,0.160922349873707,0.16224478654875,0.203015734265734,0.111799798558922,0.14193553024558,0.0765185702101264,0.2,0.996460956409655,1
"cg00804803",0.954945768054139,0.946962828649139,0.958627286858783,0.960765224163949,0.865379665379665,0.953139548288124,0.94830767031622,0.969969094407837,0.2,0.996460956409655,1
"cg00805880",0.0738002029868059,0.0358645118441443,0.0239970351153525,0.0237851836706877,0.0201517227550713,0.0324845534544093,0.0843639881158018,0.0513977011328222,0.2,0.996460956409655,1
"cg00827745",0.960664703407657,0.947609850313858,0.942850348763475,0.948773594428182,0.872487644151565,0.958104303525942,0.956412922570973,0.956890288205377,0.2,0.996460956409655,1
"cg00831909",0.493077588693395,0.403236245954693,0.475238095238095,0.406632965686274,0.343905915894512,0.398517145505097,0.437664088554602,0.413549270072993,0.2,0.996460956409655,1
"cg00853242",0.829717941261995,0.812615594276258,0.899987847855146,0.817201518288475,0.919849931787176,0.913070820433437,0.793738875510418,0.890245654360006,0.2,0.996460956409655,1
"cg00860712",0.0951113262342691,0.060047813247082,0.0527737288862214,0.102307070827972,0.0865944210315071,0.0452016407423953,0.079315486757083,0.0547051827981739,0.2,0.996460956409655,1
"cg00914222",0.116658044490429,0.116879079888094,0.114723926380368,0.0924509803921569,0.248062015503876,0.0955197583689907,0.105625717566016,0.0950193770632984,0.2,0.996460956409655,1
"cg00914354",0.94939561565253,0.928121353558926,0.943749022062275,0.956196874143131,0.946163561730344,0.940170212765957,0.928525249622872,0.946608512558279,0.2,0.996460956409655,1
"cg00939211",0.0816505706760316,0.0730837789661319,0.0449168523915652,0.0306833259619637,0.0850815850815851,0.0409817608646701,0.0346093340325118,0.0373097286565189,0.2,0.996460956409655,1
"cg00939558",0.043692952266946,0.037037037037037,0.0292527821939587,0.0283406085086976,0.062671797691039,0.0337887740029542,0.0225565337367012,0.0273912277611414,0.2,0.996460956409655,1
"cg00941229",0.0534938147776663,0.055625,0.0603578457944361,0.0491011324938624,0.0877478063048424,0.0365708084644601,0.034608843537415,0.0385569567913996,0.2,0.996460956409655,1
"cg00953309",0.85639958376691,0.89136649514008,0.892148213498015,0.90446778289502,0.532169117647059,0.891377543551457,0.909934098120576,0.91304347826087,0.2,0.996460956409655,1
